unique.id,reference.number,year,division,family.publication,genus.publication,binomial.publication,family.resolved,genus.resolved,binomial.resolved,growth.form,tissue,position,dead.alive,decay.class,cwd.diameter,cwd.length,tissue.c,variation.tissue.c,volatile.c,variation.volatile.c,drying.method,drying.temperature.avg,drying.duration.hrs,analytical.instrument,sample.handling,biome,biome.whittaker,region,country,latitude,longitude,latitude.r,longitude.r,mat.pub,map.pub,elev,bio.MAT,bio.MDR,bio.isothermality,bio.temp_seasonality,bio.maxtemp,bio.mintemp,bio.temp_annual_range,bio.mean_temp_wettest_quarter,bio.mean_temp_driest_quarter,bio.mean_temp_warmest_quarter,bio.mean_temp_coldest_quarter,bio.MAP,bio.prec_wettest_month,bio.prec_driest_month,bio.prec_seasonality,bio.prec_wettest_quarter,bio.prec_driest_quarter,bio.prec_warmest_quarter,bio.prec_coldest_quarter,temp.Jan,temp.Feb,temp.Mar,temp.Apr,temp.May,temp.Jun,temp.Jul,temp.Aug,temp.Sep,temp.Oct,temp.Nov,temp.Dec,prec.Jan,prec.Feb,prec.Mar,prec.Apr,prec.May,prec.Jun,prec.Jul,prec.Aug,prec.Sep,prec.Oct,prec.Nov,prec.Dec,compilation,notes
2182,74,2017,angiosperm,Salicaceae,Salix,Salix_humboldtiana,Salicaceae,Salix,Salix_humboldtiana,tree,twig,standing,alive,live,NA,NA,48,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2183,74,2017,angiosperm,Salicaceae,Salix,Salix_humboldtiana,Salicaceae,Salix,Salix_humboldtiana,tree,stem,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2184,74,2017,angiosperm,Salicaceae,Salix,Salix_humboldtiana,Salicaceae,Salix,Salix_humboldtiana,tree,coarseroot,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2185,74,2017,angiosperm,Salicaceae,Salix,Salix_humboldtiana,Salicaceae,Salix,Salix_humboldtiana,tree,bark,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2186,74,2017,angiosperm,Anacardiaceae,Schinus,Schinus_molle,Anacardiaceae,Schinus,Schinus_molle,tree,branch,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2187,74,2017,angiosperm,Anacardiaceae,Schinus,Schinus_molle,Anacardiaceae,Schinus,Schinus_molle,tree,twig,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2188,74,2017,angiosperm,Anacardiaceae,Schinus,Schinus_molle,Anacardiaceae,Schinus,Schinus_molle,tree,stem,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2189,74,2017,angiosperm,Anacardiaceae,Schinus,Schinus_molle,Anacardiaceae,Schinus,Schinus_molle,tree,coarseroot,standing,alive,live,NA,NA,35,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2190,74,2017,angiosperm,Anacardiaceae,Schinus,Schinus_molle,Anacardiaceae,Schinus,Schinus_molle,tree,bark,standing,alive,live,NA,NA,41,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2191,74,2017,angiosperm,Fabaceae,Schizolobium,Schizolobium_parahyba,Fabaceae,Schizolobium,Schizolobium_parahyba,tree,branch,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2192,74,2017,angiosperm,Fabaceae,Schizolobium,Schizolobium_parahyba,Fabaceae,Schizolobium,Schizolobium_parahyba,tree,twig,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2193,74,2017,angiosperm,Fabaceae,Schizolobium,Schizolobium_parahyba,Fabaceae,Schizolobium,Schizolobium_parahyba,tree,stem,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2194,74,2017,angiosperm,Fabaceae,Schizolobium,Schizolobium_parahyba,Fabaceae,Schizolobium,Schizolobium_parahyba,tree,coarseroot,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2195,74,2017,angiosperm,Fabaceae,Schizolobium,Schizolobium_parahyba,Fabaceae,Schizolobium,Schizolobium_parahyba,tree,bark,standing,alive,live,NA,NA,40,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2196,74,2017,angiosperm,Fabaceae,Senna,Senna_pallida,Fabaceae,Senna,Senna_pallida,shrub,branch,standing,alive,live,NA,NA,45,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2197,74,2017,angiosperm,Fabaceae,Senna,Senna_pallida,Fabaceae,Senna,Senna_pallida,shrub,twig,standing,alive,live,NA,NA,42,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2198,74,2017,angiosperm,Fabaceae,Senna,Senna_pallida,Fabaceae,Senna,Senna_pallida,shrub,stem,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2199,74,2017,angiosperm,Fabaceae,Senna,Senna_pallida,Fabaceae,Senna,Senna_pallida,shrub,coarseroot,standing,alive,live,NA,NA,42,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2200,74,2017,angiosperm,Fabaceae,Senna,Senna_pallida,Fabaceae,Senna,Senna_pallida,shrub,bark,standing,alive,live,NA,NA,44,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2201,74,2017,angiosperm,Simaroubaceae,Simarouba,Simarouba_glauca,Simaroubaceae,Simarouba,Simarouba_amara,tree,branch,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2202,74,2017,angiosperm,Simaroubaceae,Simarouba,Simarouba_glauca,Simaroubaceae,Simarouba,Simarouba_amara,tree,twig,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2203,74,2017,angiosperm,Simaroubaceae,Simarouba,Simarouba_glauca,Simaroubaceae,Simarouba,Simarouba_amara,tree,stem,standing,alive,live,NA,NA,49,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2204,74,2017,angiosperm,Simaroubaceae,Simarouba,Simarouba_glauca,Simaroubaceae,Simarouba,Simarouba_amara,tree,coarseroot,standing,alive,live,NA,NA,49,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2205,74,2017,angiosperm,Simaroubaceae,Simarouba,Simarouba_glauca,Simaroubaceae,Simarouba,Simarouba_amara,tree,bark,standing,alive,live,NA,NA,48,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2206,74,2017,angiosperm,Rubiaceae,Sickingia,Sickingia_salvadorensis,Rubiaceae,Simira,Simira_salvadorensis,tree,branch,standing,alive,live,NA,NA,48,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2207,74,2017,angiosperm,Rubiaceae,Simira,Sickingia_salvadorensis,Rubiaceae,Simira,Simira_salvadorensis,tree,twig,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2208,74,2017,angiosperm,Rubiaceae,Simira,Sickingia_salvadorensis,Rubiaceae,Simira,Simira_salvadorensis,tree,stem,standing,alive,live,NA,NA,49,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2209,74,2017,angiosperm,Rubiaceae,Simira,Sickingia_salvadorensis,Rubiaceae,Simira,Simira_salvadorensis,tree,coarseroot,standing,alive,live,NA,NA,43,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2210,74,2017,angiosperm,Rubiaceae,Simira,Sickingia_salvadorensis,Rubiaceae,Simira,Simira_salvadorensis,tree,bark,standing,alive,live,NA,NA,45,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2211,74,2017,angiosperm,Anacardiaceae,Spondias,Spondias_mombin,Anacardiaceae,Spondias,Spondias_mombin,tree,branch,standing,alive,live,NA,NA,48,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2212,74,2017,angiosperm,Anacardiaceae,Spondias,Spondias_mombin,Anacardiaceae,Spondias,Spondias_mombin,tree,twig,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2213,74,2017,angiosperm,Anacardiaceae,Spondias,Spondias_mombin,Anacardiaceae,Spondias,Spondias_mombin,tree,stem,standing,alive,live,NA,NA,47,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2214,74,2017,angiosperm,Anacardiaceae,Spondias,Spondias_mombin,Anacardiaceae,Spondias,Spondias_mombin,tree,coarseroot,standing,alive,live,NA,NA,48,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2215,74,2017,angiosperm,Anacardiaceae,Spondias,Spondias_mombin,Anacardiaceae,Spondias,Spondias_mombin,tree,bark,standing,alive,live,NA,NA,46,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2216,74,2017,angiosperm,Fabaceae,Swartzia,Swartzia_cubensis,Fabaceae,Swartzia,Swartzia_cubensis,tree,branch,standing,alive,live,NA,NA,48,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2217,74,2017,angiosperm,Fabaceae,Swartzia,Swartzia_cubensis,Fabaceae,Swartzia,Swartzia_cubensis,tree,twig,standing,alive,live,NA,NA,48,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
2218,74,2017,angiosperm,Fabaceae,Swartzia,Swartzia_cubensis,Fabaceae,Swartzia,Swartzia_cubensis,tree,stem,standing,alive,live,NA,NA,49,NA,NA,NA,NA,NA,NA,elemental_analyzer_Solids_TOC_1020A_OIAnalytical,ground,tropical,NA,North_America,Mexico,16.69123¡ N - 31.70227¡ N,116.42857¡ W - 88.91881¡ W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Martin et al. 2018 Nature Geoscience,NA
